transaction_id,transaction_time,transaction_date,customer_key,account_key,transaction_key,amount,account_balance
43E7DZ,31/01/2024 17:32,31/01/2024,1409,1945,11,1.87,36124.91
BX6LCX,31/01/2024 17:29,31/01/2024,1255,2105,23,15.7,4388.06
60RJIW,31/01/2024 17:28,31/01/2024,656,498,19,3593.27,7705.38
ODXMXM,31/01/2024 17:27,31/01/2024,1953,1575,19,80.22,1735.16
C0G9C3,31/01/2024 17:26,31/01/2024,283,1405,15,2.97,1780.76
SWBKOK,31/01/2024 17:24,31/01/2024,1962,1097,19,3329.68,3884.15
FRO47F,31/01/2024 17:21,31/01/2024,888,1381,19,9.6,46246.72
AKGSTD,31/01/2024 17:20,31/01/2024,1882,61,11,13.32,2617.43
ZYQIJ7,31/01/2024 17:17,31/01/2024,1956,627,18,23.93,98469.64
U9HK61,31/01/2024 17:17,31/01/2024,1598,2147,22,22.81,2231.98
RFZCOP,31/01/2024 17:17,31/01/2024,343,1493,23,14.19,3218.02
U58SHT,31/01/2024 17:16,31/01/2024,980,1681,15,20.48,6822.38
7FLA17,31/01/2024 17:16,31/01/2024,1586,1105,21,28.52,427.06
AQKI2S,31/01/2024 17:15,31/01/2024,241,204,15,12.35,3261.1
FBK3LV,31/01/2024 17:13,31/01/2024,1420,2256,10,10,1714.14
I8ZPIM,31/01/2024 17:11,31/01/2024,345,1198,18,29.89,4764.47
RFLQBM,31/01/2024 17:10,31/01/2024,847,1511,15,3313.63,4878.07
5ZWQYT,31/01/2024 17:10,31/01/2024,1950,2155,11,268.25,2382.22
5A9RUT,31/01/2024 17:10,31/01/2024,628,706,11,305.05,5379.01
9NT3W5,31/01/2024 17:07,31/01/2024,1916,1661,15,1962.49,3096.46
GV44FT,31/01/2024 17:06,31/01/2024,578,1342,19,1105.05,1216.92
M0QBN3,31/01/2024 17:04,31/01/2024,1753,2169,20,11.91,1984.03
QLL8OS,31/01/2024 17:02,31/01/2024,1780,291,15,2513.86,7338.25
MT3RIB,31/01/2024 17:01,31/01/2024,341,1527,15,19.02,353.77
BFZP6K,31/01/2024 17:01,31/01/2024,413,1332,23,23.34,2743.48
4F8CGV,31/01/2024 16:58,31/01/2024,836,2398,15,1633.03,2296.93
GXEJEH,31/01/2024 16:58,31/01/2024,1102,1580,21,15.16,134.17
LRX02U,31/01/2024 16:57,31/01/2024,1641,856,23,27.28,56983.79
LHGQE2,31/01/2024 16:57,31/01/2024,122,1169,13,45.5,4498.31
60G6K5,31/01/2024 16:54,31/01/2024,1877,620,21,4.18,51.71
G0NWZE,31/01/2024 16:49,31/01/2024,124,858,21,74.89,112.6
029DG3,31/01/2024 16:49,31/01/2024,863,666,17,85.08,4034.03
2PWO9G,31/01/2024 16:49,31/01/2024,753,1130,15,3.64,114.73
WRGVZ9,31/01/2024 16:46,31/01/2024,850,445,15,1268.74,1593.79
GIPPSF,31/01/2024 16:41,31/01/2024,1846,1791,19,1463.67,5515.32
ZO2XQL,31/01/2024 16:41,31/01/2024,1443,2254,21,20.53,125.17
0A75PY,31/01/2024 16:38,31/01/2024,977,2209,22,10.83,1276.92
R97UPF,31/01/2024 16:37,31/01/2024,341,1527,11,224.34,334.75
UZB7KR,31/01/2024 16:29,31/01/2024,1472,581,15,2467.57,6279.05
YZRQVB,31/01/2024 16:29,31/01/2024,542,1966,11,16.36,134.75
EIMVIH,31/01/2024 16:28,31/01/2024,921,1146,15,1970.73,1984.17
8BSF3A,31/01/2024 16:26,31/01/2024,1920,2386,16,20.72,1087.48
Y9LAAC,31/01/2024 16:21,31/01/2024,888,1483,19,5305.2,5567.19
DQTHGC,31/01/2024 16:21,31/01/2024,781,1331,15,14.62,1209.12
O5F9M9,31/01/2024 16:19,31/01/2024,344,777,19,3046.46,69134.46
UYTAUL,31/01/2024 16:19,31/01/2024,116,884,19,1656.09,1707.53
JNEZBA,31/01/2024 16:19,31/01/2024,700,2274,19,18.25,4759.04
QX6JUY,31/01/2024 16:18,31/01/2024,1361,859,17,2.34,4415.76
UYWJB6,31/01/2024 16:17,31/01/2024,1073,1570,23,32.44,356.03
N6SM5R,31/01/2024 16:16,31/01/2024,231,575,19,2260.42,13635.41
E3DYYW,31/01/2024 16:14,31/01/2024,1210,889,15,3.39,1526.27
M2BVHD,31/01/2024 16:13,31/01/2024,1413,17,18,9.44,1542.85
DZR1YX,31/01/2024 16:12,31/01/2024,321,842,19,2309.82,2569.27
ET7AVH,31/01/2024 16:12,31/01/2024,13,37,14,18.78,4788.84
8G8TAC,31/01/2024 16:05,31/01/2024,1044,385,15,1511.52,3924.83
EL5JHM,31/01/2024 16:02,31/01/2024,927,135,22,17.49,2612.75
HQD580,31/01/2024 16:02,31/01/2024,273,156,19,67.14,4975.21
ZTI2SU,31/01/2024 16:01,31/01/2024,984,1977,16,15.02,6712.39
4NBH92,31/01/2024 16:00,31/01/2024,494,638,17,6.52,2274.81
VDJNV0,31/01/2024 15:59,31/01/2024,246,885,19,1403.73,4752.94
9LE2Y7,31/01/2024 15:59,31/01/2024,846,1673,16,45.03,967.54
GXS3VY,31/01/2024 15:59,31/01/2024,1558,1249,15,10.79,162.23
IQ8HKE,31/01/2024 15:56,31/01/2024,122,1169,15,1681.32,4452.81
RSSUY6,31/01/2024 15:56,31/01/2024,1794,161,16,20.09,1267.35
LY9JTU,31/01/2024 15:55,31/01/2024,984,1153,19,18.5,590.61
D4279Y,31/01/2024 15:53,31/01/2024,1377,1274,11,23.58,1793.12
DQPRBS,31/01/2024 15:52,31/01/2024,1582,343,10,19.73,86478.69
UPF5RW,31/01/2024 15:51,31/01/2024,532,2037,22,35.85,2792.29
MTI3PX,31/01/2024 15:51,31/01/2024,624,1556,10,69.28,3218.56
UN3JQV,31/01/2024 15:50,31/01/2024,205,1080,20,14.9,78531.41
WMEIPY,31/01/2024 15:49,31/01/2024,888,1381,23,67.41,46237.12
50U562,31/01/2024 15:46,31/01/2024,759,1237,11,16.24,169.55
0DIAR4,31/01/2024 15:44,31/01/2024,285,2370,22,46.34,1841.64
SIC1KJ,31/01/2024 15:42,31/01/2024,700,209,12,10.56,3590.67
LC9NGH,31/01/2024 15:42,31/01/2024,1054,1027,15,484.4,42276.73
XD356W,31/01/2024 15:41,31/01/2024,1863,126,15,2817.86,2936.29
IUHP8Z,31/01/2024 15:41,31/01/2024,1042,2367,19,86.88,591.43
AJRJXC,31/01/2024 15:40,31/01/2024,1560,2043,19,12.3,64.61
LO9CW6,31/01/2024 15:40,31/01/2024,1168,1356,12,8.29,3999.27
MGPP1N,31/01/2024 15:39,31/01/2024,1284,435,19,1631.17,1721.64
7FNO40,31/01/2024 15:39,31/01/2024,254,587,16,32.58,3179.41
DU5V8G,31/01/2024 15:37,31/01/2024,112,1688,23,9.67,1693.28
VLEEGB,31/01/2024 15:36,31/01/2024,1338,721,19,9.7,493.62
838AMM,31/01/2024 15:34,31/01/2024,1247,2090,15,2403.01,9967.35
LRDIHS,31/01/2024 15:34,31/01/2024,1332,1443,15,6474.57,6802.1
MOOVY3,31/01/2024 15:33,31/01/2024,1833,1873,12,8.07,44496.31
M8J5EC,31/01/2024 15:28,31/01/2024,1793,1877,19,1716.71,1868.22
CQRS2B,31/01/2024 15:28,31/01/2024,447,601,22,85.89,2090.81
837FD5,31/01/2024 15:24,31/01/2024,1006,1994,23,8.45,4268.16
VJLB7L,31/01/2024 15:24,31/01/2024,460,2113,19,24.65,179.76
SDDY37,31/01/2024 15:23,31/01/2024,890,1792,19,27.13,146.58
AZ6O4Y,31/01/2024 15:23,31/01/2024,1021,2207,15,147.97,310.57
XG0O67,31/01/2024 15:22,31/01/2024,700,209,20,74.51,3601.23
5O9AC4,31/01/2024 15:22,31/01/2024,114,447,19,31.3,3372.95
F93888,31/01/2024 15:18,31/01/2024,1855,1086,15,151.17,90720.88
F5A7QY,31/01/2024 15:16,31/01/2024,727,2060,15,1013.06,4081.03
VXOIEV,31/01/2024 15:13,31/01/2024,1583,123,15,2151.51,2203.58
V239MO,31/01/2024 15:12,31/01/2024,767,216,15,2145.81,2298.27
TEO2T8,31/01/2024 15:10,31/01/2024,1855,1086,15,2197.46,90569.71
94SZ2K,31/01/2024 15:08,31/01/2024,1021,2425,15,3955.8,4143.64
E4LOHH,31/01/2024 15:08,31/01/2024,12,1420,15,5560.95,5589.68
H9E7TZ,31/01/2024 15:07,31/01/2024,1533,2134,17,27.94,243.69
IUU9K9,31/01/2024 15:06,31/01/2024,1458,815,19,1229.92,5274.54
MJLJX8,31/01/2024 15:04,31/01/2024,1625,1326,19,4791.61,8888.72
9881UN,31/01/2024 15:04,31/01/2024,147,1976,21,0.91,13.3
3TSH1O,31/01/2024 15:04,31/01/2024,1312,2216,14,1068.74,39298.11
DOQIVB,31/01/2024 15:01,31/01/2024,1224,1357,19,3055.63,6859.67
7NC85E,31/01/2024 14:55,31/01/2024,499,597,19,3697.01,5339.05
9E5COZ,31/01/2024 14:51,31/01/2024,628,706,19,2638.43,5073.96
VSHKOE,31/01/2024 14:48,31/01/2024,866,1519,15,5638.9,5730.39
BAUJDZ,31/01/2024 14:48,31/01/2024,275,1697,18,3.61,37823.88
PFO5MN,31/01/2024 14:46,31/01/2024,1178,1913,19,1509.42,5276.16
01TEE1,31/01/2024 14:36,31/01/2024,1214,1938,19,3102.68,5667.98
CQ30O3,31/01/2024 14:36,31/01/2024,1851,395,15,1174.51,5404.75
GKJHEL,31/01/2024 14:36,31/01/2024,1418,1416,13,46.76,3398.38
1UFQRD,31/01/2024 14:34,31/01/2024,1553,80,21,14.23,154.12
BQ6JR2,31/01/2024 14:33,31/01/2024,1428,803,10,64.69,2642.33
VDZ4X1,31/01/2024 14:32,31/01/2024,570,2067,15,3313.65,7134.05
HW06XK,31/01/2024 14:32,31/01/2024,1217,2007,15,4788.7,4852.85
YMURYD,31/01/2024 14:29,31/01/2024,455,1270,20,15.04,54040.89
AIC59F,31/01/2024 14:29,31/01/2024,367,565,23,14.85,1024.4
PHR62G,31/01/2024 14:28,31/01/2024,60,1648,15,2995.55,3258.01
UC8L9V,31/01/2024 14:27,31/01/2024,1567,1827,21,7.23,21.24
2WPI5W,31/01/2024 14:25,31/01/2024,596,536,17,79.79,583.17
T13QVD,31/01/2024 14:22,31/01/2024,698,1461,19,12.91,809.02
9X6S24,31/01/2024 14:22,31/01/2024,508,1958,19,611.63,787.38
2WGXO0,31/01/2024 14:14,31/01/2024,609,1660,15,1641.33,4945.74
D6VHNM,31/01/2024 14:11,31/01/2024,1353,1807,15,7.76,127.32
ZF31EE,31/01/2024 14:11,31/01/2024,214,369,17,249.91,4014.6
LZI5RS,31/01/2024 14:07,31/01/2024,1764,275,17,26.39,74.81
UMWGCZ,31/01/2024 14:05,31/01/2024,760,1269,15,5.93,182.4
HO79W9,31/01/2024 14:02,31/01/2024,1159,2273,15,123.33,2192.04
B1KYUZ,31/01/2024 14:02,31/01/2024,1415,254,16,1.41,4753.86
5FEYMU,31/01/2024 14:00,31/01/2024,1426,1568,22,4.98,3077.28
6OD862,31/01/2024 14:00,31/01/2024,1707,905,20,7.09,2623.71
03OXDE,31/01/2024 13:58,31/01/2024,269,2331,12,54.28,4439.05
BMCKRJ,31/01/2024 13:58,31/01/2024,1051,1367,23,41.71,1258.92
P0BN85,31/01/2024 13:57,31/01/2024,1684,1852,20,22.86,718.63
JWLTMG,31/01/2024 13:52,31/01/2024,844,596,13,9.68,103.68
WIHRQA,31/01/2024 13:51,31/01/2024,210,155,19,164.15,576.33
IH8H1Y,31/01/2024 13:48,31/01/2024,1920,970,23,19.15,1.34
E46AEX,31/01/2024 13:47,31/01/2024,964,2298,19,1149.19,1806.25
8U8PN7,31/01/2024 13:46,31/01/2024,605,1999,12,111.69,308.34
G21FOG,31/01/2024 13:45,31/01/2024,812,1068,22,129.98,3903.02
RWIXZ2,31/01/2024 13:43,31/01/2024,1222,2200,15,3312.56,6502.1
LPGWDQ,31/01/2024 13:42,31/01/2024,1420,2256,11,38.35,1724.14
JPH3GX,31/01/2024 13:42,31/01/2024,1707,905,16,8.37,2630.8
BY40HJ,31/01/2024 13:38,31/01/2024,1490,1046,16,39.64,4340.47
90B90G,31/01/2024 13:37,31/01/2024,1665,1546,16,88.72,4054.3
5XJ5I2,31/01/2024 13:35,31/01/2024,1108,1290,22,16.93,847.44
0EI05N,31/01/2024 13:34,31/01/2024,425,140,23,17.15,3300.31
3UHUS4,31/01/2024 13:33,31/01/2024,879,1186,21,9.22,180.15
NFFL5D,31/01/2024 13:33,31/01/2024,1428,256,10,26.79,1946.75
RET0GF,31/01/2024 13:29,31/01/2024,1549,732,17,14.69,4649.71
7S3KKV,31/01/2024 13:21,31/01/2024,907,1371,19,1477.21,1629.67
KC63MW,31/01/2024 13:20,31/01/2024,1442,136,23,8.55,4449.96
QQATCR,31/01/2024 13:18,31/01/2024,283,1405,22,226.3,1777.79
WPO187,31/01/2024 13:11,31/01/2024,130,2224,21,11.89,37.71
TX63CF,31/01/2024 13:07,31/01/2024,509,1203,19,3580.9,7480.25
JTQIJD,31/01/2024 13:06,31/01/2024,1116,1165,17,36.22,3462.61
DI2LYI,31/01/2024 13:04,31/01/2024,112,1688,17,19.56,1702.95
H4ZGEN,31/01/2024 13:03,31/01/2024,686,125,10,68.89,2109.52
WIOXD9,31/01/2024 13:00,31/01/2024,1796,2179,15,1291.55,3511.5
YTW8F4,31/01/2024 12:59,31/01/2024,876,117,22,33.79,3969.27
KGXHE6,31/01/2024 12:59,31/01/2024,1292,2307,21,4.93,91750.27
FIO856,31/01/2024 12:52,31/01/2024,601,1213,21,18.3,53684.65
JSK2VX,31/01/2024 12:50,31/01/2024,847,1511,22,15.39,1564.44
A4QT6F,31/01/2024 12:49,31/01/2024,744,1164,22,13.63,4295.88
TG8SC4,31/01/2024 12:48,31/01/2024,194,318,21,3.77,3881.98
Z20OR5,31/01/2024 12:46,31/01/2024,1412,387,20,10.32,1914.83
1X2GDG,31/01/2024 12:42,31/01/2024,1568,2177,19,2102.09,2398.88
2XF8E8,31/01/2024 12:42,31/01/2024,663,1713,19,5665.44,10374.47
NWIKCJ,31/01/2024 12:42,31/01/2024,969,2115,17,11.67,3324.48
8YOTM6,31/01/2024 12:37,31/01/2024,1627,1179,21,8.63,383.82
O3YCE8,31/01/2024 12:37,31/01/2024,763,1689,12,79.85,1542.75
AGSUSM,31/01/2024 12:36,31/01/2024,915,2282,15,1434.88,6407.86
BFQNPC,31/01/2024 12:36,31/01/2024,992,2388,15,2405.8,86821.86
AZ1RO0,31/01/2024 12:36,31/01/2024,494,1090,15,2378.43,2402.15
N16UXF,31/01/2024 12:35,31/01/2024,872,1219,15,5082.49,8882.31
V1PQZX,31/01/2024 12:35,31/01/2024,1988,1806,12,8.05,289.19
FFUM7H,31/01/2024 12:34,31/01/2024,1936,2033,16,26.47,3495.16
QT3WVE,31/01/2024 12:32,31/01/2024,1020,1864,15,1499.12,4961.64
IC0LKA,31/01/2024 12:28,31/01/2024,1494,2122,21,123.12,1193.97
7WER5F,31/01/2024 12:28,31/01/2024,103,1041,14,24.99,1129.18
QFLL7V,31/01/2024 12:26,31/01/2024,878,2150,15,2864.12,2906.86
89LTAJ,31/01/2024 12:26,31/01/2024,621,959,19,1034.27,2609.39
XC6Y53,31/01/2024 12:26,31/01/2024,1817,392,22,62.96,1958.51
42ZD7G,31/01/2024 12:22,31/01/2024,965,2347,12,127.33,3748.99
1OOG6F,31/01/2024 12:20,31/01/2024,797,1952,20,7.84,5832.6
JU3866,31/01/2024 12:18,31/01/2024,1438,287,17,4.51,4795.03
KUOEYY,31/01/2024 12:18,31/01/2024,1716,456,19,1.36,117.47
6V4ESD,31/01/2024 12:14,31/01/2024,886,467,19,1096.37,2152.58
1ESP7B,31/01/2024 12:14,31/01/2024,957,1608,19,2944.17,6683.84
12CU4L,31/01/2024 12:12,31/01/2024,684,2373,15,63.74,3544.75
JDT5P6,31/01/2024 12:11,31/01/2024,266,969,21,35.63,121.25
B0FMIT,31/01/2024 12:11,31/01/2024,1191,1364,16,6.82,1376.06
AAFQEG,31/01/2024 12:11,31/01/2024,270,958,19,8.48,1860.01
O9LNJ2,31/01/2024 12:07,31/01/2024,246,1244,22,78.65,4663.02
3MDTSD,31/01/2024 11:59,31/01/2024,866,537,15,77.9,86.32
93IIUC,31/01/2024 11:56,31/01/2024,245,1856,19,1401.13,5154.9
PK5EAX,31/01/2024 11:53,31/01/2024,1631,440,15,2755.01,4145.34
JEGQTO,31/01/2024 11:48,31/01/2024,1519,2154,15,1615.98,6110.59
53IM5C,31/01/2024 11:47,31/01/2024,998,2316,19,7.52,241.74
8NCZAA,31/01/2024 11:47,31/01/2024,1786,1902,21,62.02,223.56
11SLV9,31/01/2024 11:46,31/01/2024,989,1363,16,11.36,3959.61
JA2QI5,31/01/2024 11:45,31/01/2024,1947,1512,21,13.97,7.96
Y8NUDR,31/01/2024 11:44,31/01/2024,1270,425,20,2147.37,19583.48
AMVGH9,31/01/2024 11:43,31/01/2024,1825,2340,17,3.45,3365.8
MQ96FB,31/01/2024 11:35,31/01/2024,441,1732,19,19.75,21977.59
5BOBKX,31/01/2024 11:35,31/01/2024,1841,1734,21,14.96,123.17
1Q3M73,31/01/2024 11:32,31/01/2024,1708,1951,15,34.8,177.39
4YFDDV,31/01/2024 11:30,31/01/2024,194,318,17,40.99,3878.21
F8SXE2,31/01/2024 11:29,31/01/2024,1387,276,11,18.88,4688.38
SI4YEV,31/01/2024 11:29,31/01/2024,401,2242,17,4.71,415.07
22L4TD,31/01/2024 11:24,31/01/2024,1600,860,20,65.88,66954.84
P05JN1,31/01/2024 11:23,31/01/2024,977,2209,19,106.66,1287.75
AXSLV9,31/01/2024 11:18,31/01/2024,698,1429,21,82.67,1134.59
EOTXCM,31/01/2024 11:17,31/01/2024,476,54,22,68.19,1257.68
QDBU0J,31/01/2024 11:14,31/01/2024,66,2148,10,18.73,3475.38
4XN3QS,31/01/2024 11:09,31/01/2024,1047,2180,17,19.21,39.12
ZSGERT,31/01/2024 11:07,31/01/2024,1956,1921,14,25.02,2849.06
CRO9DW,31/01/2024 11:06,31/01/2024,182,354,20,44.24,1531.1
9IPPD7,31/01/2024 11:06,31/01/2024,1882,41,11,1.09,3385.37
P7JJLN,31/01/2024 11:04,31/01/2024,1561,119,15,20.93,57710.28
B7AYAL,31/01/2024 11:03,31/01/2024,1347,1778,11,15.55,90.12
GKCUMC,31/01/2024 11:01,31/01/2024,44,1485,22,91.93,1927.45
53GG0X,31/01/2024 11:01,31/01/2024,1572,85,15,31.14,64.94
HESA43,31/01/2024 10:59,31/01/2024,1115,2021,22,21.5,3742
91JGJT,31/01/2024 10:57,31/01/2024,825,22,17,15.24,2634.39
ZMCKJX,31/01/2024 10:56,31/01/2024,216,643,18,9.25,429.07
MHTA7B,31/01/2024 10:56,31/01/2024,860,1488,20,28.62,2340.52
CJWC96,31/01/2024 10:55,31/01/2024,1030,1908,19,10.42,472.28
HLT47F,31/01/2024 10:53,31/01/2024,291,1184,23,16.66,1823.14
NI2YNU,31/01/2024 10:50,31/01/2024,876,117,22,8.59,4003.06
OZDSO9,31/01/2024 10:45,31/01/2024,1356,744,22,12.79,2318.69
XOLMXG,31/01/2024 10:44,31/01/2024,1272,2236,15,126.62,24621.8
Z15BCW,31/01/2024 10:40,31/01/2024,119,468,19,2125.63,82506.76
G406UR,31/01/2024 10:34,31/01/2024,144,1867,12,19.92,5078.62
RLOKKP,31/01/2024 10:34,31/01/2024,1793,1877,19,4.9,151.51
YRJ55V,31/01/2024 10:33,31/01/2024,1333,2233,15,18.28,93.77
NDJ0LW,31/01/2024 10:31,31/01/2024,1627,39,18,30.01,2504.16
9ESAM9,31/01/2024 10:31,31/01/2024,990,1036,15,151.03,2763.53
QL27LI,31/01/2024 10:31,31/01/2024,581,1140,15,68.3,55212.99
RCER4K,31/01/2024 10:29,31/01/2024,1842,165,19,5298.51,7567.05
DV5SYR,31/01/2024 10:28,31/01/2024,456,2341,15,17.67,2726.17
B50ATV,31/01/2024 10:26,31/01/2024,1908,2279,19,4535.46,4631.37
YP0LWE,31/01/2024 10:24,31/01/2024,1676,79,10,12.55,4447.83
HBW53J,31/01/2024 10:16,31/01/2024,1120,751,19,187.18,2223.29
YFE2EC,31/01/2024 10:11,31/01/2024,226,847,12,14.95,4350.2
4CBRX5,31/01/2024 10:09,31/01/2024,96,1393,15,3.48,1573.81
RV2YN9,31/01/2024 10:09,31/01/2024,464,980,11,2.48,541.01
8F3LFX,31/01/2024 10:08,31/01/2024,654,2133,16,5.4,3434.63
9SC5JT,31/01/2024 10:06,31/01/2024,1815,2196,11,4.25,224.91
8V341O,31/01/2024 10:05,31/01/2024,1547,2417,19,3727.71,31363.11
EFOZTP,31/01/2024 10:04,31/01/2024,849,499,15,2433.21,2500.72
6A7KMF,31/01/2024 10:03,31/01/2024,111,2221,19,90.97,220.34
46OB49,31/01/2024 10:02,31/01/2024,1046,1218,15,9.33,42.34
W2QITN,31/01/2024 10:01,31/01/2024,1888,1802,15,2045,6316.4
977MYA,31/01/2024 10:01,31/01/2024,1514,2053,15,28.02,1690.42
FVUYB1,31/01/2024 09:59,31/01/2024,882,831,20,89.91,1588.93
9OYONJ,31/01/2024 09:58,31/01/2024,1418,2184,16,213.52,2556.42
GOOJ7C,31/01/2024 09:55,31/01/2024,894,1223,21,4.56,172.8
GP7PNF,31/01/2024 09:55,31/01/2024,1137,469,21,91.98,278.16
XVHAGK,31/01/2024 09:52,31/01/2024,59,1424,15,1407.88,1583.11
LFVA6A,31/01/2024 09:51,31/01/2024,73,518,16,13.66,6691.92
QK0D06,31/01/2024 09:48,31/01/2024,599,1390,15,144.24,280.36
F43RSA,31/01/2024 09:47,31/01/2024,48,185,14,54.87,2564.72
B45ALI,31/01/2024 09:42,31/01/2024,367,565,15,19.98,1039.25
2BVTRX,31/01/2024 09:42,31/01/2024,1001,1577,17,43.48,171.19
OCRGSS,31/01/2024 09:41,31/01/2024,444,480,19,8.11,4608.48
PI9DIM,31/01/2024 09:40,31/01/2024,1179,633,18,54.46,2400.8
IANOUO,31/01/2024 09:38,31/01/2024,1144,1773,15,1850.64,11902.66
T1ELOU,31/01/2024 09:32,31/01/2024,62,1929,15,2179.79,7323.73
J0A2E1,31/01/2024 09:32,31/01/2024,958,890,21,37.72,238.91
OUWJ2L,31/01/2024 09:32,31/01/2024,1461,1787,20,70.16,3982.4
A7K1XQ,31/01/2024 09:32,31/01/2024,333,324,15,30.87,157.08
QC3C54,31/01/2024 09:29,31/01/2024,1237,360,19,1355.2,3613.1
ZJVVNX,31/01/2024 09:27,31/01/2024,1105,1427,21,22.45,188.53
5BXJ2P,31/01/2024 09:22,31/01/2024,1466,1067,19,1444.69,2149.27
NQ1CTX,31/01/2024 09:21,31/01/2024,581,1140,21,4.36,55144.69
VZRGOL,31/01/2024 09:20,31/01/2024,831,2346,19,1560.23,3561.98
K1KQIF,31/01/2024 09:20,31/01/2024,754,2092,15,119.21,3602.88
BTU246,31/01/2024 09:19,31/01/2024,1361,859,23,12.11,4413.42
JSN42T,31/01/2024 09:18,31/01/2024,1680,2353,11,42.52,1200
RCPPRC,31/01/2024 09:17,31/01/2024,1438,287,19,1643.14,4790.52
UGQDIK,31/01/2024 09:16,31/01/2024,929,942,10,16.69,4657.24
SBI7E7,31/01/2024 09:13,31/01/2024,1487,740,23,184.59,1096.06
SCT7E6,31/01/2024 09:12,31/01/2024,1647,133,15,5.05,61.03
ASRIAW,31/01/2024 09:11,31/01/2024,908,671,17,37.63,197.09
GPS2D2,31/01/2024 09:07,31/01/2024,1198,1432,22,29.43,3991.77
CK3T26,31/01/2024 09:02,31/01/2024,1173,208,15,527.42,726.68
UURVNR,31/01/2024 09:02,31/01/2024,305,95,19,150.27,235.41
CIZN62,31/01/2024 09:00,31/01/2024,533,1678,23,145.2,3038.02
VPJHNZ,31/01/2024 08:58,31/01/2024,1722,1701,15,12.17,2843.88
KEHQMB,31/01/2024 08:58,31/01/2024,1401,1159,11,23.75,3176.36
EP3SJ3,31/01/2024 08:56,31/01/2024,702,639,17,36.33,376.42
8PBOWV,31/01/2024 08:50,31/01/2024,421,1871,11,18.13,2763.68
27K5T5,31/01/2024 08:46,31/01/2024,1507,154,23,20.33,3958.4
O7I8P3,31/01/2024 08:46,31/01/2024,1920,970,19,2.87,20.49
YLB2PO,31/01/2024 08:45,31/01/2024,1073,1115,18,14.98,4664.9
ENVYWA,31/01/2024 08:44,31/01/2024,986,2093,19,24.91,274.27
5GCOFU,31/01/2024 08:41,31/01/2024,850,445,17,22.09,325.05
3PV20Z,31/01/2024 08:37,31/01/2024,486,144,23,40.87,2379.74
IPU1WY,31/01/2024 08:36,31/01/2024,687,309,15,3261.55,5963.58
JF4AQ7,31/01/2024 08:35,31/01/2024,1033,1979,15,1947.94,2073.14
LA8PRY,31/01/2024 08:35,31/01/2024,658,551,19,18.95,110.94
ETZURB,31/01/2024 08:34,31/01/2024,1564,918,12,37.38,2440.94
5GY2GN,31/01/2024 08:34,31/01/2024,1882,61,11,9.24,2604.11
0OUKH2,31/01/2024 08:34,31/01/2024,1825,2340,23,2.88,3362.35
LA6D2K,31/01/2024 08:34,31/01/2024,1712,1014,23,83.28,4702.7
SGZLIW,31/01/2024 08:27,31/01/2024,698,1429,21,103.87,1051.92
IYHHG8,31/01/2024 08:26,31/01/2024,205,920,19,4740.14,8521.56
KV0C67,31/01/2024 08:25,31/01/2024,73,518,12,8.06,6705.58
NH2SW1,31/01/2024 08:25,31/01/2024,669,1634,15,11.45,3446.95
EH5SW2,31/01/2024 08:24,31/01/2024,785,1507,15,2316.67,5530.26
8XSFW8,31/01/2024 08:24,31/01/2024,1406,76,23,41.45,34287.5
S9EJHM,31/01/2024 08:21,31/01/2024,850,2204,22,1.27,44756.62
VZHWJR,31/01/2024 08:18,31/01/2024,485,240,15,2449.1,3193.75
6M4B4N,31/01/2024 08:18,31/01/2024,1448,1281,21,13.68,1139.05
UK4XXC,31/01/2024 08:17,31/01/2024,1742,2321,17,78.44,139.68
3QFK9Q,31/01/2024 08:16,31/01/2024,610,2085,15,7.84,133.96
CWT4YZ,31/01/2024 08:16,31/01/2024,955,1926,23,29.24,3389.35
U3UGPB,31/01/2024 08:14,31/01/2024,251,895,22,3.5,3819.89
SPH2Y4,31/01/2024 08:14,31/01/2024,955,1252,19,1.42,2265.44
I44M2E,31/01/2024 08:13,31/01/2024,357,1478,15,2875.4,7510.86
LDDACL,31/01/2024 08:10,31/01/2024,1184,976,10,13.63,53295.8
T37GUW,31/01/2024 08:10,31/01/2024,1425,2271,11,33.12,2901.75
3F1IGN,31/01/2024 08:10,31/01/2024,642,626,18,101.95,7771.14
V442E2,31/01/2024 08:09,31/01/2024,1499,1113,19,52.99,246.73
KNY85Y,31/01/2024 08:07,31/01/2024,677,1889,17,84.46,15803.98
LMT5XV,31/01/2024 08:03,31/01/2024,577,1162,19,71.18,41779.92
E9YRT3,31/01/2024 08:02,31/01/2024,1212,1687,17,7.82,2576.61
280T2C,31/01/2024 07:56,31/01/2024,1374,1699,12,17.68,4548.35
OFU1WS,31/01/2024 07:53,31/01/2024,460,1721,15,1653.52,2030.28
W4SE9D,31/01/2024 07:52,31/01/2024,485,240,22,9.81,744.65
LV92BE,31/01/2024 07:49,31/01/2024,1877,620,10,0.97,47.53
RCNBH6,31/01/2024 07:48,31/01/2024,1695,1515,19,1729.32,1913.7
UJV6OH,31/01/2024 07:47,31/01/2024,1203,2129,15,1749.94,3169.41
YKBB7R,31/01/2024 07:44,31/01/2024,240,388,19,6.96,5058.61
4U89YJ,31/01/2024 07:43,31/01/2024,1515,2162,15,1813.46,2070.59
I0HUMW,31/01/2024 07:42,31/01/2024,1963,592,17,7.17,105.48
